device cuda n_gpu 1 distributed training False
***** Running training *****
  Batch size = 4
  Num steps = 5550
step: 10 | train loss: 0.013060842640697956 | train acc 0.6892489194869995
step: 4000 | train loss: 0.0045164055190980434 | train acc 0.9012945294380188
step: 4010 | train loss: 0.004081902094185352 | train acc 0.8923959732055664
step: 4020 | train loss: 0.0050488063134253025 | train acc 0.8931297659873962
step: 4030 | train loss: 0.00599623704329133 | train acc 0.8866328001022339
step: 4040 | train loss: 0.004129127599298954 | train acc 0.9429223537445068
step: 4050 | train loss: 0.0029411553405225277 | train acc 0.9617486000061035
step: 4060 | train loss: 0.0040424237959086895 | train acc 0.9376499056816101
step: 4070 | train loss: 0.004446529317647219 | train acc 0.9005848169326782
step: 4080 | train loss: 0.0031796996481716633 | train acc 0.930059552192688
step: 4090 | train loss: 0.004509601276367903 | train acc 0.9046875238418579
step: 4100 | train loss: 0.0046864901669323444 | train acc 0.9194214344024658
step: 4110 | train loss: 0.003939254209399223 | train acc 0.9466292262077332
step: 4120 | train loss: 0.002979000797495246 | train acc 0.9724770784378052
step: 4130 | train loss: 0.004560715518891811 | train acc 0.8906009793281555
step: 4140 | train loss: 0.004819398280233145 | train acc 0.8829787373542786
step: 4150 | train loss: 0.003790974384173751 | train acc 0.9220985770225525
step: 4160 | train loss: 0.002958483761176467 | train acc 0.970108687877655
step: 4170 | train loss: 0.0035419310443103313 | train acc 0.9156010150909424
step: 4180 | train loss: 0.0030276591423898935 | train acc 0.9404934644699097
step: 4190 | train loss: 0.004036403261125088 | train acc 0.913636326789856
step: 4200 | train loss: 0.002258757594972849 | train acc 0.9565891623497009
step: 4210 | train loss: 0.00330818397924304 | train acc 0.942271888256073
step: 4220 | train loss: 0.003937504719942808 | train acc 0.9449036121368408
step: 4230 | train loss: 0.0026571922935545444 | train acc 0.96683669090271
step: 4240 | train loss: 0.0034172115847468376 | train acc 0.9319526553153992
step: 4250 | train loss: 0.004116975702345371 | train acc 0.9061538577079773
step: 4260 | train loss: 0.003947676159441471 | train acc 0.9138211011886597
step: 4270 | train loss: 0.003314330242574215 | train acc 0.9385964870452881
step: 4280 | train loss: 0.004586472641676664 | train acc 0.9620253443717957
step: 4290 | train loss: 0.0026480029337108135 | train acc 0.979411780834198
step: 4300 | train loss: 0.0033846679143607616 | train acc 0.9346733689308167
step: 4310 | train loss: 0.002892889315262437 | train acc 0.9442723989486694
step: 4320 | train loss: 0.0030702599324285984 | train acc 0.9399999976158142
step: 4330 | train loss: 0.003782592248171568 | train acc 0.9109697937965393
step: 4340 | train loss: 0.003685640636831522 | train acc 0.9338374733924866
step: 4350 | train loss: 0.0025548117700964212 | train acc 0.9715909361839294
step: 4360 | train loss: 0.002439392264932394 | train acc 0.9720280170440674
step: 4370 | train loss: 0.0036247565876692533 | train acc 0.9161849617958069
step: 4380 | train loss: 0.0032302660401910543 | train acc 0.9285714626312256
step: 4390 | train loss: 0.00367815513163805 | train acc 0.9223140478134155
step: 4400 | train loss: 0.003257160307839513 | train acc 0.9630350470542908
step: 4410 | train loss: 0.002430692547932267 | train acc 0.9686684012413025
step: 4420 | train loss: 0.0021406125742942095 | train acc 0.9855907559394836
step: 4430 | train loss: 0.003357117297127843 | train acc 0.9306625723838806
step: 4440 | train loss: 0.0029160974081605673 | train acc 0.9286733269691467
step: 4450 | train loss: 0.0029920570086687803 | train acc 0.920895516872406
step: 4460 | train loss: 0.003065916709601879 | train acc 0.9256560206413269
step: 4470 | train loss: 0.004532802850008011 | train acc 0.9353448152542114
step: 4480 | train loss: 0.0025984197854995728 | train acc 0.9828080534934998
step: 4490 | train loss: 0.0030978089198470116 | train acc 0.9371534585952759
step: 4500 | train loss: 0.0041380575858056545 | train acc 0.9050279259681702
step: 4510 | train loss: 0.0038762539625167847 | train acc 0.8917378783226013
step: 4520 | train loss: 0.0032324434723705053 | train acc 0.9279140830039978
step: 4530 | train loss: 0.004023511428385973 | train acc 0.9087302088737488
step: 4540 | train loss: 0.002398161217570305 | train acc 0.9798488020896912
step: 4550 | train loss: 0.0022842620965093374 | train acc 0.9728997349739075
step: 4560 | train loss: 0.0033097725827246904 | train acc 0.9323943257331848
step: 4570 | train loss: 0.0032029403373599052 | train acc 0.9292929172515869
step: 4580 | train loss: 0.0029837065376341343 | train acc 0.9321267008781433
step: 4590 | train loss: 0.002834817161783576 | train acc 0.9465240240097046
step: 4600 | train loss: 0.0032649331260472536 | train acc 0.9546539783477783
step: 4610 | train loss: 0.0026633997913450003 | train acc 0.977337121963501
step: 4620 | train loss: 0.00534577202051878 | train acc 0.8971332311630249
step: 4630 | train loss: 0.0030321585945785046 | train acc 0.9359534382820129
step: 4640 | train loss: 0.003098141634836793 | train acc 0.9248554706573486
step: 4650 | train loss: 0.002739275572821498 | train acc 0.9527027010917664
step: 4660 | train loss: 0.002970573492348194 | train acc 0.970822274684906
step: 4670 | train loss: 0.0036055250093340874 | train acc 0.9586777091026306
step: 4680 | train loss: 0.003144226036965847 | train acc 0.9326086640357971
step: 4690 | train loss: 0.004515569657087326 | train acc 0.9071729779243469
step: 4700 | train loss: 0.003464125795289874 | train acc 0.9254385828971863
step: 4710 | train loss: 0.0032371534034609795 | train acc 0.9379968643188477
step: 4720 | train loss: 0.0031378506682813168 | train acc 0.941841721534729
step: 4730 | train loss: 0.0030200514011085033 | train acc 0.9682539701461792
step: 4740 | train loss: 0.0018376497318968177 | train acc 0.9837398529052734
step: 4750 | train loss: 0.003360643982887268 | train acc 0.936170220375061
step: 4760 | train loss: 0.004419166129082441 | train acc 0.9181286692619324
step: 4770 | train loss: 0.002514244755730033 | train acc 0.9461883306503296
step: 4780 | train loss: 0.0021916090045124292 | train acc 0.9718309640884399
step: 4790 | train loss: 0.0021884136367589235 | train acc 0.9681093692779541
step: 4800 | train loss: 0.002411704510450363 | train acc 0.9777158498764038
step: 4810 | train loss: 0.002835181076079607 | train acc 0.9403846263885498
step: 4820 | train loss: 0.0033232923597097397 | train acc 0.9165487885475159
step: 4830 | train loss: 0.003265863750129938 | train acc 0.9204052090644836
step: 4840 | train loss: 0.0035133324563503265 | train acc 0.9205397367477417
step: 4850 | train loss: 0.003193450625985861 | train acc 0.9414893388748169
step: 4860 | train loss: 0.0026861822698265314 | train acc 0.9679012894630432
step: 4870 | train loss: 0.003351766150444746 | train acc 0.9754098057746887
step: 4880 | train loss: 0.0033772792667150497 | train acc 0.9120566844940186
step: 4890 | train loss: 0.0037964587099850178 | train acc 0.8975110054016113
step: 4900 | train loss: 0.0037467426154762506 | train acc 0.9101620316505432
step: 4910 | train loss: 0.004122736398130655 | train acc 0.9332191944122314
step: 4920 | train loss: 0.0028930131811648607 | train acc 0.9649890661239624
step: 4930 | train loss: 0.002080283360555768 | train acc 0.9825073480606079
step: 4940 | train loss: 0.0029148084577172995 | train acc 0.9532374143600464
step: 4950 | train loss: 0.004069639835506678 | train acc 0.9184861779212952
step: 4960 | train loss: 0.0041235219687223434 | train acc 0.9137930870056152
step: 4970 | train loss: 0.0029502559918910265 | train acc 0.9379968643188477
step: 4980 | train loss: 0.0038469007704406977 | train acc 0.9447983503341675
step: 4990 | train loss: 0.0027648748364299536 | train acc 0.9719887971878052
step: 5000 | train loss: 0.0024159078020602465 | train acc 0.9669211506843567
step: 5010 | train loss: 0.003449783893302083 | train acc 0.9155937433242798
step: 5020 | train loss: 0.003921667579561472 | train acc 0.9191290736198425
step: 5030 | train loss: 0.0034727640450000763 | train acc 0.9189602732658386
step: 5040 | train loss: 0.0030625662766397 | train acc 0.9454854726791382
step: 5050 | train loss: 0.0028694961220026016 | train acc 0.9612403512001038
step: 5060 | train loss: 0.0026941350661218166 | train acc 0.9659091234207153
step: 5070 | train loss: 0.0032597773242741823 | train acc 0.9214175939559937
step: 5080 | train loss: 0.002793625695630908 | train acc 0.9347180724143982
step: 5090 | train loss: 0.004258603323251009 | train acc 0.914634108543396
step: 5100 | train loss: 0.004711469169706106 | train acc 0.9116278886795044
step: 5110 | train loss: 0.0025224231649190187 | train acc 0.969924807548523
step: 5120 | train loss: 0.003414248349145055 | train acc 0.9783950448036194
step: 5130 | train loss: 0.003626414341852069 | train acc 0.9417670369148254
step: 5140 | train loss: 0.0035480675287544727 | train acc 0.9177489280700684
step: 5150 | train loss: 0.0022180923260748386 | train acc 0.9518072009086609
step: 5160 | train loss: 0.004770596511662006 | train acc 0.9193798303604126
step: 5170 | train loss: 0.003045241581276059 | train acc 0.935606062412262
step: 5180 | train loss: 0.003500242019072175 | train acc 0.9641873240470886
step: 5190 | train loss: 0.0033045466989278793 | train acc 0.9615384936332703
step: 5200 | train loss: 0.0031125659588724375 | train acc 0.9147398471832275
step: 5210 | train loss: 0.0028046071529388428 | train acc 0.9253520965576172
step: 5220 | train loss: 0.0033560029696673155 | train acc 0.9305354356765747
step: 5230 | train loss: 0.003473974298685789 | train acc 0.9336650371551514
step: 5240 | train loss: 0.0027428437024354935 | train acc 0.9542742967605591
step: 5250 | train loss: 0.002880397252738476 | train acc 0.9638888835906982
step: 5260 | train loss: 0.003026343882083893 | train acc 0.9367311000823975
step: 5270 | train loss: 0.0032430568244308233 | train acc 0.9231905341148376
step: 5280 | train loss: 0.003383537521585822 | train acc 0.9267516136169434
step: 5290 | train loss: 0.0041056182235479355 | train acc 0.9125596284866333
step: 5300 | train loss: 0.003005713690072298 | train acc 0.9514170289039612
step: 5310 | train loss: 0.0021396451629698277 | train acc 0.9784946441650391
step: 5320 | train loss: 0.0029362032655626535 | train acc 0.9451219439506531
step: 5330 | train loss: 0.003431471763178706 | train acc 0.9060693383216858
step: 5340 | train loss: 0.0034546912647783756 | train acc 0.9136905074119568
step: 5350 | train loss: 0.003162720240652561 | train acc 0.9397394061088562
step: 5360 | train loss: 0.0029430254362523556 | train acc 0.9522862434387207
step: 5370 | train loss: 0.002527086064219475 | train acc 0.9693094491958618
step: 5380 | train loss: 0.0028864399064332247 | train acc 0.9686609506607056
step: 5390 | train loss: 0.003310252446681261 | train acc 0.9162929654121399
step: 5400 | train loss: 0.004762497264891863 | train acc 0.9054877758026123
step: 5410 | train loss: 0.002807753160595894 | train acc 0.944012463092804
step: 5420 | train loss: 0.0037654475308954716 | train acc 0.947826087474823
step: 5430 | train loss: 0.0029960519168525934 | train acc 0.9677419066429138
step: 5440 | train loss: 0.0028672819025814533 | train acc 0.9766082167625427
step: 5450 | train loss: 0.0026127223391085863 | train acc 0.944223165512085
step: 5460 | train loss: 0.003892837092280388 | train acc 0.9076246619224548
step: 5470 | train loss: 0.0026093379128724337 | train acc 0.943965494632721
step: 5480 | train loss: 0.002300859661772847 | train acc 0.959876537322998
step: 5490 | train loss: 0.0027191073168069124 | train acc 0.9655172228813171
step: 5500 | train loss: 0.0032671743538230658 | train acc 0.9698630571365356
step: 5510 | train loss: 0.0042629605159163475 | train acc 0.9606741666793823
step: 5520 | train loss: 0.0032194326631724834 | train acc 0.9210526347160339
step: 5530 | train loss: 0.0028895328287035227 | train acc 0.9347496032714844
step: 5540 | train loss: 0.0036532003432512283 | train acc 0.9402174353599548
step: 5550 | train loss: 0.0028137892950326204 | train acc 0.9673590660095215
***** Running evaluation *****
  Batch size = 8
***** Valid Eval results *****
  global_step = 5552
  valid_eval_accuracy = 0.8173850185235384
  valid_eval_loss = 0.6086080137128923
  valid_h_acc = 0.8024121118809341
  valid_m_acc = 0.8530400244424076
***** Running test evaluation *****
  Batch size = 8
***** Test Eval results *****
  global_step = 5552
  valid_eval_accuracy = 0.8177318513372699
  valid_eval_loss = 0.6151229448470414
  valid_h_acc = 0.8070449627314258
  valid_m_acc = 0.8455284552845529
